,Compactness,S_Surface,S_Wall,S_Roof,Overall_Height,S_Glazing,Heating Load,Cooling Load,Orientation_2,Orientation_3,Orientation_4,Orientation_5,Glass_0,Glass_1,Glass_2,Glass_3,Glass_4,Glass_5
264,0.74,686.0,245.0,220.5,0,0.1,10.47,13.65,1,0,0,0,0,0,0,0,0,1
265,0.74,686.0,245.0,220.5,0,0.1,10.37,13.44,0,1,0,0,0,0,0,0,0,1
266,0.74,686.0,245.0,220.5,0,0.1,10.34,13.72,0,0,1,0,0,0,0,0,0,1
267,0.74,686.0,245.0,220.5,0,0.1,10.39,13.5,0,0,0,1,0,0,0,0,0,1
268,0.71,710.5,269.5,220.5,0,0.1,10.78,14.18,1,0,0,0,0,0,0,0,0,1
269,0.71,710.5,269.5,220.5,0,0.1,10.7,13.75,0,1,0,0,0,0,0,0,0,1
270,0.71,710.5,269.5,220.5,0,0.1,10.67,14.26,0,0,1,0,0,0,0,0,0,1
271,0.71,710.5,269.5,220.5,0,0.1,13.69,13.89,0,0,0,1,0,0,0,0,0,1
272,0.69,735.0,294.0,220.5,0,0.1,11.21,14.55,1,0,0,0,0,0,0,0,0,1
273,0.69,735.0,294.0,220.5,0,0.1,11.14,14.28,0,1,0,0,0,0,0,0,0,1
274,0.69,735.0,294.0,220.5,0,0.1,11.11,14.46,0,0,1,0,0,0,0,0,0,1
275,0.69,735.0,294.0,220.5,0,0.1,11.16,14.39,0,0,0,1,0,0,0,0,0,1
276,0.66,759.5,318.5,220.5,0,0.1,11.38,14.54,1,0,0,0,0,0,0,0,0,1
277,0.66,759.5,318.5,220.5,0,0.1,11.34,14.81,0,1,0,0,0,0,0,0,0,1
278,0.66,759.5,318.5,220.5,0,0.1,11.22,14.65,0,0,1,0,0,0,0,0,0,1
279,0.66,759.5,318.5,220.5,0,0.1,11.34,14.87,0,0,0,1,0,0,0,0,0,1
280,0.64,784.0,343.0,220.5,0,0.1,15.16,19.24,1,0,0,0,0,0,0,0,0,1
281,0.64,784.0,343.0,220.5,0,0.1,15.37,19.18,0,1,0,0,0,0,0,0,0,1
282,0.64,784.0,343.0,220.5,0,0.1,15.12,19.26,0,0,1,0,0,0,0,0,0,1
283,0.64,784.0,343.0,220.5,0,0.1,15.36,19.29,0,0,0,1,0,0,0,0,0,1
284,0.62,808.5,367.5,220.5,0,0.1,12.59,14.24,1,0,0,0,0,0,0,0,0,1
285,0.62,808.5,367.5,220.5,0,0.1,12.74,13.97,0,1,0,0,0,0,0,0,0,1
286,0.62,808.5,367.5,220.5,0,0.1,12.8,13.99,0,0,1,0,0,0,0,0,0,1
287,0.62,808.5,367.5,220.5,0,0.1,12.62,14.15,0,0,0,1,0,0,0,0,0,1
288,0.98,514.5,294.0,110.25,1,0.25,28.15,29.79,1,0,0,0,0,1,0,0,0,0
289,0.98,514.5,294.0,110.25,1,0.25,28.15,29.79,0,1,0,0,0,1,0,0,0,0
290,0.98,514.5,294.0,110.25,1,0.25,28.37,29.28,0,0,1,0,0,1,0,0,0,0
291,0.98,514.5,294.0,110.25,1,0.25,28.41,29.49,0,0,0,1,0,1,0,0,0,0
292,0.9,563.5,318.5,122.5,1,0.25,32.68,36.12,1,0,0,0,0,1,0,0,0,0
293,0.9,563.5,318.5,122.5,1,0.25,33.48,33.17,0,1,0,0,0,1,0,0,0,0
294,0.9,563.5,318.5,122.5,1,0.25,32.84,32.71,0,0,1,0,0,1,0,0,0,0
295,0.9,563.5,318.5,122.5,1,0.25,32.0,37.58,0,0,0,1,0,1,0,0,0,0
296,0.86,588.0,294.0,147.0,1,0.25,29.54,33.98,1,0,0,0,0,1,0,0,0,0
297,0.86,588.0,294.0,147.0,1,0.25,30.05,28.61,0,1,0,0,0,1,0,0,0,0
298,0.86,588.0,294.0,147.0,1,0.25,29.6,30.12,0,0,1,0,0,1,0,0,0,0
299,0.86,588.0,294.0,147.0,1,0.25,28.66,34.73,0,0,0,1,0,1,0,0,0,0
300,0.82,612.5,318.5,147.0,1,0.25,26.84,30.17,1,0,0,0,0,1,0,0,0,0
301,0.82,612.5,318.5,147.0,1,0.25,27.27,27.84,0,1,0,0,0,1,0,0,0,0
302,0.82,612.5,318.5,147.0,1,0.25,26.97,27.25,0,0,1,0,0,1,0,0,0,0
303,0.82,612.5,318.5,147.0,1,0.25,26.19,31.39,0,0,0,1,0,1,0,0,0,0
304,0.79,637.0,343.0,147.0,1,0.25,38.67,43.8,1,0,0,0,0,1,0,0,0,0
305,0.79,637.0,343.0,147.0,1,0.25,40.03,37.81,0,1,0,0,0,1,0,0,0,0
306,0.79,637.0,343.0,147.0,1,0.25,39.86,36.85,0,0,1,0,0,1,0,0,0,0
307,0.79,637.0,343.0,147.0,1,0.25,39.04,45.52,0,0,0,1,0,1,0,0,0,0
308,0.76,661.5,416.5,122.5,1,0.25,36.96,36.85,1,0,0,0,0,1,0,0,0,0
309,0.76,661.5,416.5,122.5,1,0.25,36.13,37.58,0,1,0,0,0,1,0,0,0,0
310,0.76,661.5,416.5,122.5,1,0.25,36.91,37.45,0,0,1,0,0,1,0,0,0,0
311,0.76,661.5,416.5,122.5,1,0.25,36.43,36.62,0,0,0,1,0,1,0,0,0,0
312,0.74,686.0,245.0,220.5,0,0.25,12.43,15.19,1,0,0,0,0,1,0,0,0,0
313,0.74,686.0,245.0,220.5,0,0.25,12.5,15.5,0,1,0,0,0,1,0,0,0,0
314,0.74,686.0,245.0,220.5,0,0.25,12.41,15.28,0,0,1,0,0,1,0,0,0,0
315,0.74,686.0,245.0,220.5,0,0.25,12.45,15.5,0,0,0,1,0,1,0,0,0,0
316,0.71,710.5,269.5,220.5,0,0.25,12.57,15.42,1,0,0,0,0,1,0,0,0,0
317,0.71,710.5,269.5,220.5,0,0.25,12.65,15.85,0,1,0,0,0,1,0,0,0,0
318,0.71,710.5,269.5,220.5,0,0.25,12.57,15.44,0,0,1,0,0,1,0,0,0,0
319,0.71,710.5,269.5,220.5,0,0.25,12.63,15.81,0,0,0,1,0,1,0,0,0,0
320,0.69,735.0,294.0,220.5,0,0.25,12.78,15.21,1,0,0,0,0,1,0,0,0,0
321,0.69,735.0,294.0,220.5,0,0.25,12.93,15.63,0,1,0,0,0,1,0,0,0,0
322,0.69,735.0,294.0,220.5,0,0.25,12.73,15.48,0,0,1,0,0,1,0,0,0,0
323,0.69,735.0,294.0,220.5,0,0.25,12.72,15.78,0,0,0,1,0,1,0,0,0,0
324,0.66,759.5,318.5,220.5,0,0.25,13.17,16.39,1,0,0,0,0,1,0,0,0,0
325,0.66,759.5,318.5,220.5,0,0.25,13.18,16.27,0,1,0,0,0,1,0,0,0,0
326,0.66,759.5,318.5,220.5,0,0.25,13.17,16.39,0,0,1,0,0,1,0,0,0,0
327,0.66,759.5,318.5,220.5,0,0.25,13.18,16.19,0,0,0,1,0,1,0,0,0,0
328,0.64,784.0,343.0,220.5,0,0.25,17.5,21.13,1,0,0,0,0,1,0,0,0,0
329,0.64,784.0,343.0,220.5,0,0.25,17.35,21.19,0,1,0,0,0,1,0,0,0,0
330,0.64,784.0,343.0,220.5,0,0.25,17.52,21.09,0,0,1,0,0,1,0,0,0,0
331,0.64,784.0,343.0,220.5,0,0.25,17.37,21.08,0,0,0,1,0,1,0,0,0,0
332,0.62,808.5,367.5,220.5,0,0.25,15.09,15.77,1,0,0,0,0,1,0,0,0,0
333,0.62,808.5,367.5,220.5,0,0.25,15.12,15.95,0,1,0,0,0,1,0,0,0,0
334,0.62,808.5,367.5,220.5,0,0.25,15.08,15.77,0,0,1,0,0,1,0,0,0,0
335,0.62,808.5,367.5,220.5,0,0.25,15.16,15.76,0,0,0,1,0,1,0,0,0,0
336,0.98,514.5,294.0,110.25,1,0.25,28.67,29.62,1,0,0,0,0,0,1,0,0,0
337,0.98,514.5,294.0,110.25,1,0.25,28.57,29.69,0,1,0,0,0,0,1,0,0,0
338,0.98,514.5,294.0,110.25,1,0.25,28.18,30.18,0,0,1,0,0,0,1,0,0,0
339,0.98,514.5,294.0,110.25,1,0.25,28.6,30.02,0,0,0,1,0,0,1,0,0,0
340,0.9,563.5,318.5,122.5,1,0.25,32.46,35.56,1,0,0,0,0,0,1,0,0,0
341,0.9,563.5,318.5,122.5,1,0.25,33.27,32.64,0,1,0,0,0,0,1,0,0,0
342,0.9,563.5,318.5,122.5,1,0.25,32.33,32.77,0,0,1,0,0,0,1,0,0,0
343,0.9,563.5,318.5,122.5,1,0.25,31.66,37.72,0,0,0,1,0,0,1,0,0,0
344,0.86,588.0,294.0,147.0,1,0.25,29.34,33.37,1,0,0,0,0,0,1,0,0,0
345,0.86,588.0,294.0,147.0,1,0.25,29.87,27.89,0,1,0,0,0,0,1,0,0,0
346,0.86,588.0,294.0,147.0,1,0.25,29.27,29.9,0,0,1,0,0,0,1,0,0,0
347,0.86,588.0,294.0,147.0,1,0.25,28.4,34.52,0,0,0,1,0,0,1,0,0,0
348,0.82,612.5,318.5,147.0,1,0.25,25.74,28.27,1,0,0,0,0,0,1,0,0,0
349,0.82,612.5,318.5,147.0,1,0.25,25.98,26.96,0,1,0,0,0,0,1,0,0,0
350,0.82,612.5,318.5,147.0,1,0.25,25.38,26.72,0,0,1,0,0,0,1,0,0,0
351,0.82,612.5,318.5,147.0,1,0.25,24.94,29.88,0,0,0,1,0,0,1,0,0,0
352,0.79,637.0,343.0,147.0,1,0.25,38.57,43.86,1,0,0,0,0,0,1,0,0,0
353,0.79,637.0,343.0,147.0,1,0.25,40.19,37.41,0,1,0,0,0,0,1,0,0,0
354,0.79,637.0,343.0,147.0,1,0.25,39.97,36.77,0,0,1,0,0,0,1,0,0,0
355,0.79,637.0,343.0,147.0,1,0.25,38.98,45.97,0,0,0,1,0,0,1,0,0,0
356,0.76,661.5,416.5,122.5,1,0.25,36.95,36.87,1,0,0,0,0,0,1,0,0,0
357,0.76,661.5,416.5,122.5,1,0.25,36.28,37.35,0,1,0,0,0,0,1,0,0,0
358,0.76,661.5,416.5,122.5,1,0.25,36.86,37.28,0,0,1,0,0,0,1,0,0,0
359,0.76,661.5,416.5,122.5,1,0.25,36.45,36.81,0,0,0,1,0,0,1,0,0,0
360,0.74,686.0,245.0,220.5,0,0.25,12.35,14.73,1,0,0,0,0,0,1,0,0,0
361,0.74,686.0,245.0,220.5,0,0.25,12.45,15.1,0,1,0,0,0,0,1,0,0,0
362,0.74,686.0,245.0,220.5,0,0.25,12.16,15.18,0,0,1,0,0,0,1,0,0,0
363,0.74,686.0,245.0,220.5,0,0.25,12.3,15.44,0,0,0,1,0,0,1,0,0,0
364,0.71,710.5,269.5,220.5,0,0.25,12.33,14.91,1,0,0,0,0,0,1,0,0,0
365,0.71,710.5,269.5,220.5,0,0.25,12.29,15.4,0,1,0,0,0,0,1,0,0,0
366,0.71,710.5,269.5,220.5,0,0.25,12.2,14.94,0,0,1,0,0,0,1,0,0,0
367,0.71,710.5,269.5,220.5,0,0.25,12.49,15.32,0,0,0,1,0,0,1,0,0,0
368,0.69,735.0,294.0,220.5,0,0.25,12.85,15.52,1,0,0,0,0,0,1,0,0,0
369,0.69,735.0,294.0,220.5,0,0.25,12.87,15.85,0,1,0,0,0,0,1,0,0,0
370,0.69,735.0,294.0,220.5,0,0.25,12.73,15.66,0,0,1,0,0,0,1,0,0,0
371,0.69,735.0,294.0,220.5,0,0.25,12.95,15.99,0,0,0,1,0,0,1,0,0,0
372,0.66,759.5,318.5,220.5,0,0.25,13.05,15.89,1,0,0,0,0,0,1,0,0,0
373,0.66,759.5,318.5,220.5,0,0.25,12.93,15.85,0,1,0,0,0,0,1,0,0,0
374,0.66,759.5,318.5,220.5,0,0.25,12.77,16.22,0,0,1,0,0,0,1,0,0,0
375,0.66,759.5,318.5,220.5,0,0.25,13.0,15.87,0,0,0,1,0,0,1,0,0,0
376,0.64,784.0,343.0,220.5,0,0.25,17.14,20.47,1,0,0,0,0,0,1,0,0,0
377,0.64,784.0,343.0,220.5,0,0.25,16.84,20.56,0,1,0,0,0,0,1,0,0,0
378,0.64,784.0,343.0,220.5,0,0.25,17.02,20.48,0,0,1,0,0,0,1,0,0,0
379,0.64,784.0,343.0,220.5,0,0.25,17.11,20.43,0,0,0,1,0,0,1,0,0,0
380,0.62,808.5,367.5,220.5,0,0.25,14.34,15.32,1,0,0,0,0,0,1,0,0,0
381,0.62,808.5,367.5,220.5,0,0.25,14.66,15.64,0,1,0,0,0,0,1,0,0,0
382,0.62,808.5,367.5,220.5,0,0.25,14.6,15.14,0,0,1,0,0,0,1,0,0,0
383,0.62,808.5,367.5,220.5,0,0.25,14.6,15.3,0,0,0,1,0,0,1,0,0,0
384,0.98,514.5,294.0,110.25,1,0.25,28.67,29.43,1,0,0,0,0,0,0,1,0,0
385,0.98,514.5,294.0,110.25,1,0.25,28.56,29.78,0,1,0,0,0,0,0,1,0,0
386,0.98,514.5,294.0,110.25,1,0.25,28.17,30.1,0,0,1,0,0,0,0,1,0,0
387,0.98,514.5,294.0,110.25,1,0.25,28.63,30.19,0,0,0,1,0,0,0,1,0,0
388,0.9,563.5,318.5,122.5,1,0.25,31.63,36.35,1,0,0,0,0,0,0,1,0,0
389,0.9,563.5,318.5,122.5,1,0.25,32.4,35.1,0,1,0,0,0,0,0,1,0,0
390,0.9,563.5,318.5,122.5,1,0.25,32.68,32.83,0,0,1,0,0,0,0,1,0,0
391,0.9,563.5,318.5,122.5,1,0.25,32.29,32.46,0,0,0,1,0,0,0,1,0,0
392,0.86,588.0,294.0,147.0,1,0.25,28.4,33.52,1,0,0,0,0,0,0,1,0,0
393,0.86,588.0,294.0,147.0,1,0.25,29.4,32.93,0,1,0,0,0,0,0,1,0,0
394,0.86,588.0,294.0,147.0,1,0.25,29.43,28.38,0,0,1,0,0,0,0,1,0,0
395,0.86,588.0,294.0,147.0,1,0.25,29.07,29.82,0,0,0,1,0,0,0,1,0,0
396,0.82,612.5,318.5,147.0,1,0.25,24.7,28.77,1,0,0,0,0,0,0,1,0,0
397,0.82,612.5,318.5,147.0,1,0.25,25.48,27.76,0,1,0,0,0,0,0,1,0,0
398,0.82,612.5,318.5,147.0,1,0.25,25.37,26.95,0,0,1,0,0,0,0,1,0,0
399,0.82,612.5,318.5,147.0,1,0.25,25.17,26.41,0,0,0,1,0,0,0,1,0,0
400,0.79,637.0,343.0,147.0,1,0.25,39.04,45.13,1,0,0,0,0,0,0,1,0,0
401,0.79,637.0,343.0,147.0,1,0.25,38.35,43.66,0,1,0,0,0,0,0,1,0,0
402,0.79,637.0,343.0,147.0,1,0.25,39.81,37.76,0,0,1,0,0,0,0,1,0,0
403,0.79,637.0,343.0,147.0,1,0.25,39.83,36.87,0,0,0,1,0,0,0,1,0,0
404,0.76,661.5,416.5,122.5,1,0.25,35.99,36.07,1,0,0,0,0,0,0,1,0,0
405,0.76,661.5,416.5,122.5,1,0.25,36.59,36.44,0,1,0,0,0,0,0,1,0,0
406,0.76,661.5,416.5,122.5,1,0.25,35.64,37.28,0,0,1,0,0,0,0,1,0,0
407,0.76,661.5,416.5,122.5,1,0.25,36.52,37.29,0,0,0,1,0,0,0,1,0,0
408,0.74,686.0,245.0,220.5,0,0.25,11.8,14.49,1,0,0,0,0,0,0,1,0,0
409,0.74,686.0,245.0,220.5,0,0.25,12.03,13.79,0,1,0,0,0,0,0,1,0,0
410,0.74,686.0,245.0,220.5,0,0.25,11.98,14.72,0,0,1,0,0,0,0,1,0,0
411,0.74,686.0,245.0,220.5,0,0.25,11.69,14.76,0,0,0,1,0,0,0,1,0,0
412,0.71,710.5,269.5,220.5,0,0.25,12.41,14.92,1,0,0,0,0,0,0,1,0,0
413,0.71,710.5,269.5,220.5,0,0.25,12.28,14.74,0,1,0,0,0,0,0,1,0,0
414,0.71,710.5,269.5,220.5,0,0.25,12.1,15.57,0,0,1,0,0,0,0,1,0,0
415,0.71,710.5,269.5,220.5,0,0.25,12.19,14.94,0,0,0,1,0,0,0,1,0,0
416,0.69,735.0,294.0,220.5,0,0.25,12.34,14.92,1,0,0,0,0,0,0,1,0,0
417,0.69,735.0,294.0,220.5,0,0.25,12.46,14.38,0,1,0,0,0,0,0,1,0,0
418,0.69,735.0,294.0,220.5,0,0.25,12.31,15.44,0,0,1,0,0,0,0,1,0,0
419,0.69,735.0,294.0,220.5,0,0.25,12.12,15.17,0,0,0,1,0,0,0,1,0,0
420,0.66,759.5,318.5,220.5,0,0.25,12.97,15.53,1,0,0,0,0,0,0,1,0,0
421,0.66,759.5,318.5,220.5,0,0.25,13.01,15.8,0,1,0,0,0,0,0,1,0,0
422,0.66,759.5,318.5,220.5,0,0.25,12.74,16.14,0,0,1,0,0,0,0,1,0,0
423,0.66,759.5,318.5,220.5,0,0.25,12.84,16.26,0,0,0,1,0,0,0,1,0,0
424,0.64,784.0,343.0,220.5,0,0.25,16.83,19.87,1,0,0,0,0,0,0,1,0,0
425,0.64,784.0,343.0,220.5,0,0.25,16.93,20.03,0,1,0,0,0,0,0,1,0,0
426,0.64,784.0,343.0,220.5,0,0.25,16.66,20.46,0,0,1,0,0,0,0,1,0,0
427,0.64,784.0,343.0,220.5,0,0.25,16.86,20.28,0,0,0,1,0,0,0,1,0,0
428,0.62,808.5,367.5,220.5,0,0.25,13.91,14.89,1,0,0,0,0,0,0,1,0,0
429,0.62,808.5,367.5,220.5,0,0.25,14.34,14.96,0,1,0,0,0,0,0,1,0,0
430,0.62,808.5,367.5,220.5,0,0.25,13.95,14.89,0,0,1,0,0,0,0,1,0,0
431,0.62,808.5,367.5,220.5,0,0.25,13.99,14.35,0,0,0,1,0,0,0,1,0,0
432,0.98,514.5,294.0,110.25,1,0.25,28.7,29.61,1,0,0,0,0,0,0,0,1,0
433,0.98,514.5,294.0,110.25,1,0.25,28.55,29.59,0,1,0,0,0,0,0,0,1,0
434,0.98,514.5,294.0,110.25,1,0.25,28.15,30.19,0,0,1,0,0,0,0,0,1,0
435,0.98,514.5,294.0,110.25,1,0.25,28.62,30.12,0,0,0,1,0,0,0,0,1,0
436,0.9,563.5,318.5,122.5,1,0.25,32.67,32.12,1,0,0,0,0,0,0,0,1,0
437,0.9,563.5,318.5,122.5,1,0.25,31.69,37.12,0,1,0,0,0,0,0,0,1,0
438,0.9,563.5,318.5,122.5,1,0.25,32.07,36.16,0,0,1,0,0,0,0,0,1,0
439,0.9,563.5,318.5,122.5,1,0.25,33.28,33.16,0,0,0,1,0,0,0,0,1,0
440,0.86,588.0,294.0,147.0,1,0.25,29.47,29.45,1,0,0,0,0,0,0,0,1,0
441,0.86,588.0,294.0,147.0,1,0.25,28.42,34.19,0,1,0,0,0,0,0,0,1,0
442,0.86,588.0,294.0,147.0,1,0.25,29.08,33.93,0,0,1,0,0,0,0,0,1,0
443,0.86,588.0,294.0,147.0,1,0.25,29.88,28.31,0,0,0,1,0,0,0,0,1,0
444,0.82,612.5,318.5,147.0,1,0.25,25.66,26.3,1,0,0,0,0,0,0,0,1,0
445,0.82,612.5,318.5,147.0,1,0.25,24.96,29.43,0,1,0,0,0,0,0,0,1,0
446,0.82,612.5,318.5,147.0,1,0.25,25.43,28.76,0,0,1,0,0,0,0,0,1,0
447,0.82,612.5,318.5,147.0,1,0.25,26.0,27.34,0,0,0,1,0,0,0,0,1,0
448,0.79,637.0,343.0,147.0,1,0.25,40.0,36.26,1,0,0,0,0,0,0,0,1,0
449,0.79,637.0,343.0,147.0,1,0.25,38.84,45.48,0,1,0,0,0,0,0,0,1,0
450,0.79,637.0,343.0,147.0,1,0.25,38.33,44.16,0,0,1,0,0,0,0,0,1,0
451,0.79,637.0,343.0,147.0,1,0.25,40.12,37.26,0,0,0,1,0,0,0,0,1,0
452,0.76,661.5,416.5,122.5,1,0.25,36.95,37.2,1,0,0,0,0,0,0,0,1,0
453,0.76,661.5,416.5,122.5,1,0.25,36.45,36.76,0,1,0,0,0,0,0,0,1,0
454,0.76,661.5,416.5,122.5,1,0.25,36.81,37.05,0,0,1,0,0,0,0,0,1,0
455,0.76,661.5,416.5,122.5,1,0.25,36.26,37.51,0,0,0,1,0,0,0,0,1,0
456,0.74,686.0,245.0,220.5,0,0.25,12.32,14.92,1,0,0,0,0,0,0,0,1,0
457,0.74,686.0,245.0,220.5,0,0.25,12.3,15.24,0,1,0,0,0,0,0,0,1,0
458,0.74,686.0,245.0,220.5,0,0.25,12.18,15.03,0,0,1,0,0,0,0,0,1,0
459,0.74,686.0,245.0,220.5,0,0.25,12.43,15.35,0,0,0,1,0,0,0,0,1,0
460,0.71,710.5,269.5,220.5,0,0.25,12.36,14.67,1,0,0,0,0,0,0,0,1,0
461,0.71,710.5,269.5,220.5,0,0.25,12.49,15.09,0,1,0,0,0,0,0,0,1,0
462,0.71,710.5,269.5,220.5,0,0.25,12.17,15.2,0,0,1,0,0,0,0,0,1,0
463,0.71,710.5,269.5,220.5,0,0.25,12.28,15.64,0,0,0,1,0,0,0,0,1,0
464,0.69,735.0,294.0,220.5,0,0.25,12.91,15.37,1,0,0,0,0,0,0,0,1,0
465,0.69,735.0,294.0,220.5,0,0.25,12.95,15.73,0,1,0,0,0,0,0,0,1,0
466,0.69,735.0,294.0,220.5,0,0.25,12.67,15.83,0,0,1,0,0,0,0,0,1,0
467,0.69,735.0,294.0,220.5,0,0.25,12.86,16.13,0,0,0,1,0,0,0,0,1,0
468,0.66,759.5,318.5,220.5,0,0.25,12.95,15.95,1,0,0,0,0,0,0,0,1,0
469,0.66,759.5,318.5,220.5,0,0.25,13.0,15.59,0,1,0,0,0,0,0,0,1,0
470,0.66,759.5,318.5,220.5,0,0.25,12.86,16.17,0,0,1,0,0,0,0,0,1,0
471,0.66,759.5,318.5,220.5,0,0.25,12.92,16.14,0,0,0,1,0,0,0,0,1,0
472,0.64,784.0,343.0,220.5,0,0.25,16.99,19.65,1,0,0,0,0,0,0,0,1,0
473,0.64,784.0,343.0,220.5,0,0.25,16.69,19.76,0,1,0,0,0,0,0,0,1,0
474,0.64,784.0,343.0,220.5,0,0.25,16.56,20.37,0,0,1,0,0,0,0,0,1,0
475,0.64,784.0,343.0,220.5,0,0.25,16.62,19.9,0,0,0,1,0,0,0,0,1,0
476,0.62,808.5,367.5,220.5,0,0.25,14.33,15.41,1,0,0,0,0,0,0,0,1,0
477,0.62,808.5,367.5,220.5,0,0.25,14.61,15.56,0,1,0,0,0,0,0,0,1,0
478,0.62,808.5,367.5,220.5,0,0.25,14.61,15.07,0,0,1,0,0,0,0,0,1,0
479,0.62,808.5,367.5,220.5,0,0.25,14.65,15.38,0,0,0,1,0,0,0,0,1,0
480,0.98,514.5,294.0,110.25,1,0.25,28.69,29.53,1,0,0,0,0,0,0,0,0,1
481,0.98,514.5,294.0,110.25,1,0.25,28.58,29.77,0,1,0,0,0,0,0,0,0,1
482,0.98,514.5,294.0,110.25,1,0.25,28.15,30.0,0,0,1,0,0,0,0,0,0,1
483,0.98,514.5,294.0,110.25,1,0.25,28.61,30.2,0,0,0,1,0,0,0,0,0,1
484,0.9,563.5,318.5,122.5,1,0.25,33.13,32.25,1,0,0,0,0,0,0,0,0,1
485,0.9,563.5,318.5,122.5,1,0.25,32.31,32.0,0,1,0,0,0,0,0,0,0,1
486,0.9,563.5,318.5,122.5,1,0.25,31.53,37.19,0,0,1,0,0,0,0,0,0,1
487,0.9,563.5,318.5,122.5,1,0.25,32.46,35.62,0,0,0,1,0,0,0,0,0,1
488,0.86,588.0,294.0,147.0,1,0.25,29.71,28.02,1,0,0,0,0,0,0,0,0,1
489,0.86,588.0,294.0,147.0,1,0.25,29.09,29.43,0,1,0,0,0,0,0,0,0,1
490,0.86,588.0,294.0,147.0,1,0.25,28.31,34.15,0,0,1,0,0,0,0,0,0,1
491,0.86,588.0,294.0,147.0,1,0.25,29.39,33.47,0,0,0,1,0,0,0,0,0,1
492,0.82,612.5,318.5,147.0,1,0.25,25.7,26.53,1,0,0,0,0,0,0,0,0,1
493,0.82,612.5,318.5,147.0,1,0.25,25.17,26.08,0,1,0,0,0,0,0,0,0,1
494,0.82,612.5,318.5,147.0,1,0.25,24.6,29.31,0,0,1,0,0,0,0,0,0,1
495,0.82,612.5,318.5,147.0,1,0.25,25.49,28.14,0,0,0,1,0,0,0,0,0,1
496,0.79,637.0,343.0,147.0,1,0.25,39.89,37.54,1,0,0,0,0,0,0,0,0,1
497,0.79,637.0,343.0,147.0,1,0.25,39.83,36.66,0,1,0,0,0,0,0,0,0,1
498,0.79,637.0,343.0,147.0,1,0.25,39.01,45.28,0,0,1,0,0,0,0,0,0,1
499,0.79,637.0,343.0,147.0,1,0.25,38.65,43.73,0,0,0,1,0,0,0,0,0,1
500,0.76,661.5,416.5,122.5,1,0.25,35.69,36.93,1,0,0,0,0,0,0,0,0,1
501,0.76,661.5,416.5,122.5,1,0.25,36.64,37.01,0,1,0,0,0,0,0,0,0,1
502,0.76,661.5,416.5,122.5,1,0.25,36.06,35.73,0,0,1,0,0,0,0,0,0,1
503,0.76,661.5,416.5,122.5,1,0.25,36.7,36.15,0,0,0,1,0,0,0,0,0,1
504,0.74,686.0,245.0,220.5,0,0.25,12.12,14.48,1,0,0,0,0,0,0,0,0,1
505,0.74,686.0,245.0,220.5,0,0.25,11.67,14.58,0,1,0,0,0,0,0,0,0,1
506,0.74,686.0,245.0,220.5,0,0.25,11.64,14.81,0,0,1,0,0,0,0,0,0,1
507,0.74,686.0,245.0,220.5,0,0.25,12.02,14.03,0,0,0,1,0,0,0,0,0,1
508,0.71,710.5,269.5,220.5,0,0.25,12.27,15.27,1,0,0,0,0,0,0,0,0,1
509,0.71,710.5,269.5,220.5,0,0.25,12.19,14.71,0,1,0,0,0,0,0,0,0,1
510,0.71,710.5,269.5,220.5,0,0.25,12.25,15.23,0,0,1,0,0,0,0,0,0,1
511,0.71,710.5,269.5,220.5,0,0.25,12.27,14.97,0,0,0,1,0,0,0,0,0,1
512,0.69,735.0,294.0,220.5,0,0.25,12.47,15.14,1,0,0,0,0,0,0,0,0,1
513,0.69,735.0,294.0,220.5,0,0.25,12.12,14.97,0,1,0,0,0,0,0,0,0,1
514,0.69,735.0,294.0,220.5,0,0.25,12.18,15.22,0,0,1,0,0,0,0,0,0,1
515,0.69,735.0,294.0,220.5,0,0.25,12.47,14.6,0,0,0,1,0,0,0,0,0,1
516,0.66,759.5,318.5,220.5,0,0.25,12.93,15.83,1,0,0,0,0,0,0,0,0,1
517,0.66,759.5,318.5,220.5,0,0.25,12.82,16.03,0,1,0,0,0,0,0,0,0,1
518,0.66,759.5,318.5,220.5,0,0.25,12.78,15.8,0,0,1,0,0,0,0,0,0,1
519,0.66,759.5,318.5,220.5,0,0.25,13.02,16.06,0,0,0,1,0,0,0,0,0,1
520,0.64,784.0,343.0,220.5,0,0.25,16.73,20.13,1,0,0,0,0,0,0,0,0,1
521,0.64,784.0,343.0,220.5,0,0.25,16.86,20.01,0,1,0,0,0,0,0,0,0,1
522,0.64,784.0,343.0,220.5,0,0.25,16.76,20.19,0,0,1,0,0,0,0,0,0,1
523,0.64,784.0,343.0,220.5,0,0.25,16.92,20.29,0,0,0,1,0,0,0,0,0,1
524,0.62,808.5,367.5,220.5,0,0.25,13.68,15.19,1,0,0,0,0,0,0,0,0,1
525,0.62,808.5,367.5,220.5,0,0.25,13.99,14.61,0,1,0,0,0,0,0,0,0,1
526,0.62,808.5,367.5,220.5,0,0.25,14.16,14.61,0,0,1,0,0,0,0,0,0,1
527,0.62,808.5,367.5,220.5,0,0.25,13.86,14.75,0,0,0,1,0,0,0,0,0,1
528,0.98,514.5,294.0,110.25,1,0.4,32.26,33.37,1,0,0,0,0,1,0,0,0,0
529,0.98,514.5,294.0,110.25,1,0.4,32.26,33.34,0,1,0,0,0,1,0,0,0,0
530,0.98,514.5,294.0,110.25,1,0.4,32.49,32.83,0,0,1,0,0,1,0,0,0,0
